dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1727064000,1,277.04,0.02,16.96,31.11,10.25,2.42,4.76,0.54
1727067600,1,300.41,0.04,21.25,28.97,12.4,2.83,5.22,0.7
1727071200,1,327.11,0.31,27.08,28.25,15.26,3.3,5.95,0.9
1727074800,1,327.11,1.51,28.45,33.26,17.4,3.43,6.34,0.99
1727078400,1,323.77,3.16,26.05,37.19,18.6,3.16,6.11,1.12
1727082000,2,310.42,4.14,24.33,43.63,20.98,2.87,5.78,1.47
1727085600,2,260.35,2.1,14.74,66.52,13.83,1.77,3.5,1.12
1727089200,2,240.33,1.38,10.45,77.96,10.49,1.29,2.47,0.96
1727092800,2,236.99,1.12,9.0,83.68,9.3,1.24,2.31,0.89
1727096400,2,236.99,1.06,9.17,82.97,9.66,1.53,2.73,0.93
1727100000,2,247.0,1.36,12.68,78.68,12.52,2.19,3.69,1.22
1727103600,2,253.68,1.13,15.94,75.82,13.35,2.63,4.28,1.35
1727107200,2,253.68,0.41,17.14,72.96,12.4,2.64,4.42,1.22
1727110800,2,260.35,0.01,16.79,67.95,12.04,2.72,4.87,1.0
1727114400,2,260.35,0.0,14.74,66.52,10.73,3.59,5.74,0.74
1727118000,2,253.68,0.0,12.51,62.94,9.42,6.31,8.16,0.62
1727121600,1,257.02,0.0,13.02,55.79,10.01,9.37,11.08,0.68
1727125200,2,263.69,0.0,14.39,49.35,10.73,10.92,12.57,0.75
1727128800,2,257.02,0.0,14.39,45.78,9.89,11.2,12.62,0.68
1727132400,2,257.02,0.0,13.88,41.48,9.18,11.55,12.81,0.56
1727136000,2,257.02,0.01,13.88,37.91,9.18,12.9,14.21,0.48
1727139600,2,263.69,0.01,14.39,35.76,9.54,14.62,16.09,0.44
1727143200,2,270.37,0.01,15.42,35.05,10.61,16.01,17.69,0.47
1727146800,2,273.7,0.01,17.14,34.33,12.64,17.71,19.62,0.54
1727150400,2,283.72,0.02,20.39,32.19,15.26,19.95,22.13,0.61
1727154000,2,307.08,0.05,25.36,26.82,17.4,21.8,24.21,0.72
1727157600,2,333.79,0.27,30.85,20.92,18.6,22.6,25.19,0.83
1727161200,2,340.46,0.87,31.53,20.92,18.36,20.69,23.53,0.95
1727164800,2,337.12,1.73,28.79,25.03,18.6,16.13,19.45,1.17
1727168400,2,327.11,2.57,26.73,29.33,19.79,14.21,17.81,1.27
1727172000,2,293.73,0.72,21.59,58.65,17.4,17.43,20.72,1.33
1727175600,2,273.7,0.22,16.96,72.24,15.5,19.14,22.28,1.47
1727179200,2,263.69,0.1,14.91,77.25,13.83,17.96,20.85,1.58
1727182800,2,260.35,0.06,13.54,83.68,12.76,17.45,19.91,1.57
1727186400,2,263.69,0.05,14.57,82.97,13.11,18.72,21.17,1.47
1727190000,2,263.69,0.08,15.42,78.68,12.28,20.16,22.59,1.38
1727193600,2,273.7,0.15,17.82,68.66,12.99,21.67,24.15,1.33
1727197200,2,290.39,0.01,19.88,57.94,14.19,23.94,26.65,1.08
1727200800,3,300.41,0.0,18.68,54.36,13.23,26.66,29.34,0.9
1727204400,3,303.75,0.0,15.94,59.37,11.44,29.21,31.47,0.91
1727208000,3,297.07,0.0,13.71,66.52,10.61,28.61,30.76,1.09
1727211600,3,287.06,0.0,12.34,71.53,10.01,25.96,28.24,1.14
1727215200,2,273.7,0.0,11.14,72.24,9.06,23.96,26.13,1.01
1727218800,2,270.37,0.0,10.97,67.23,8.7,24.28,26.38,0.77
1727222400,3,273.7,0.0,10.37,64.37,8.11,27.36,29.74,0.57
1727226000,3,280.38,0.0,10.11,63.66,7.87,29.65,32.0,0.44
1727229600,3,283.72,0.0,10.45,64.37,8.23,28.51,30.28,0.46
1727233200,3,283.72,0.0,10.88,66.52,8.82,26.37,27.66,0.51
1727236800,2,287.06,0.0,12.68,68.66,10.37,24.9,25.95,0.61
1727240400,2,300.41,0.0,15.94,65.8,12.04,24.88,26.02,0.72
1727244000,2,290.39,0.0,10.97,70.81,7.75,24.89,26.17,0.56
1727247600,2,277.04,0.02,7.88,70.81,4.89,21.95,22.78,0.41
1727251200,2,263.69,0.15,8.14,52.93,4.77,14.73,15.39,0.38
1727254800,1,257.02,0.3,7.88,44.7,4.95,8.16,8.81,0.38
1727258400,1,253.68,0.68,6.77,45.78,4.89,3.68,4.33,0.37
1727262000,1,253.68,1.03,5.83,52.21,4.65,1.46,2.1,0.38
1727265600,1,253.68,1.16,5.14,57.94,4.47,1.01,1.61,0.42
1727269200,2,253.68,0.85,4.71,64.37,3.93,0.92,1.41,0.44
1727272800,2,250.34,0.45,5.27,70.1,3.87,0.64,1.13,0.49
1727276400,2,243.66,0.12,6.0,74.39,3.87,0.5,0.99,0.55
1727280000,2,240.33,0.01,6.51,77.96,4.17,0.5,1.09,0.63
1727283600,2,236.99,0.0,6.68,79.39,4.47,0.5,1.21,0.71
1727287200,2,236.99,0.0,6.51,80.11,4.53,0.5,1.23,0.74
1727290800,2,233.65,0.0,6.34,80.82,4.53,0.5,1.22,0.74
1727294400,2,233.65,0.0,6.0,79.39,4.23,0.5,1.2,0.71
1727298000,2,230.31,0.0,5.74,77.25,3.99,0.5,1.17,0.66
1727301600,2,223.64,0.0,5.31,75.1,3.64,0.5,1.12,0.59
1727305200,2,223.64,0.0,4.93,75.1,3.49,0.5,1.1,0.56
1727308800,2,223.64,0.0,4.63,75.82,3.34,0.5,1.08,0.54
1727312400,2,226.97,0.0,4.71,74.39,3.55,0.5,1.15,0.54
1727316000,2,230.31,0.0,5.23,71.53,4.05,0.5,1.28,0.55
1727319600,2,230.31,0.0,6.0,67.95,4.65,0.5,1.43,0.53
1727323200,2,233.65,0.0,7.03,62.94,5.48,0.5,1.64,0.55
1727326800,1,243.66,0.0,8.57,57.94,6.26,0.54,1.94,0.63
1727330400,1,253.68,0.16,10.45,52.93,6.97,0.68,2.31,0.72
1727334000,1,257.02,1.08,10.88,50.78,7.99,0.79,2.66,0.82
1727337600,1,257.02,1.98,10.11,52.21,9.06,0.84,2.89,1.01
1727341200,1,257.02,2.43,9.51,55.79,9.78,0.88,3.05,1.19
1727344800,2,253.68,2.1,8.48,62.94,9.18,0.84,2.87,1.12
1727348400,2,250.34,1.76,8.4,67.95,8.94,0.81,2.72,1.09
1727352000,2,250.34,1.49,8.74,70.81,9.06,0.76,2.46,1.12
1727355600,2,250.34,1.17,9.94,71.53,9.78,0.7,2.17,1.17
1727359200,2,260.35,1.08,13.88,66.52,12.4,0.79,2.27,1.39
1727362800,2,263.69,0.54,15.94,63.66,11.8,0.81,2.35,1.36
1727366400,2,257.02,0.03,13.88,65.09,8.58,0.77,2.22,1.01
1727370000,2,253.68,0.0,10.71,67.95,6.08,0.83,1.96,0.63
1727373600,2,253.68,0.0,8.57,65.8,4.53,0.89,1.76,0.35
1727377200,2,247.0,0.0,6.77,62.23,3.4,0.81,1.45,0.24
1727380800,2,240.33,0.0,6.0,63.66,3.07,0.92,1.43,0.22
1727384400,2,240.33,0.0,5.65,67.23,2.83,1.67,2.1,0.2
1727388000,1,247.0,0.0,7.03,56.51,2.65,1.88,2.21,0.17
1727391600,1,250.34,0.01,9.08,40.77,3.46,1.98,2.4,0.22
1727395200,1,263.69,0.03,11.31,27.89,4.95,2.21,2.79,0.34
1727398800,1,277.04,0.07,12.85,20.74,6.2,2.5,3.21,0.45
1727402400,1,277.04,0.1,12.17,18.42,6.14,2.55,3.31,0.42
1727406000,1,270.37,0.1,11.31,18.6,6.14,2.36,3.17,0.4
1727409600,1,263.69,0.07,13.02,23.25,8.23,2.14,3.24,0.56
1727413200,1,277.04,0.11,15.59,23.25,9.3,2.01,3.24,0.7
1727416800,1,297.07,0.22,19.71,21.1,10.13,1.97,3.35,0.89
1727420400,1,313.76,0.48,22.96,19.31,11.68,2.12,3.66,1.01
1727424000,1,323.77,1.02,23.99,19.85,13.71,2.41,3.89,0.99
1727427600,1,300.41,1.05,20.05,30.76,11.44,2.07,3.14,0.78
1727431200,1,263.69,0.58,13.19,47.21,7.39,1.33,2.04,0.56
1727434800,1,250.34,0.41,9.94,50.78,5.66,0.97,1.56,0.48
1727438400,1,243.66,0.32,8.65,49.35,5.01,0.76,1.32,0.45
1727442000,1,236.99,0.21,8.23,49.35,4.83,0.63,1.14,0.43
1727445600,1,233.65,0.12,7.63,54.36,4.35,0.52,0.93,0.4
1727449200,2,233.65,0.05,7.28,60.8,3.81,0.5,0.84,0.37
1727452800,2,233.65,0.01,6.68,63.66,3.37,0.5,0.78,0.35
1727456400,1,236.99,0.0,6.43,59.37,3.4,0.5,0.78,0.35
1727460000,1,236.99,0.0,5.91,58.65,3.31,0.5,0.78,0.35
1727463600,2,236.99,0.0,5.48,60.8,3.28,0.5,0.79,0.35
1727467200,2,236.99,0.0,5.65,60.8,3.43,0.5,0.82,0.38
1727470800,1,240.33,0.0,6.08,58.65,3.55,0.5,0.88,0.4
1727474400,1,236.99,0.0,6.43,54.36,3.73,0.5,0.93,0.38
1727478000,1,230.31,0.0,5.44,50.07,3.25,0.5,0.88,0.35
1727481600,1,230.31,0.0,4.93,43.99,3.16,0.5,0.83,0.36
1727485200,1,230.31,0.01,4.93,38.98,3.37,0.5,0.84,0.41
1727488800,1,230.31,0.01,5.1,37.91,3.67,0.5,0.89,0.44
1727492400,1,230.31,0.01,5.23,38.98,3.78,0.5,0.91,0.46
1727496000,1,230.31,0.01,4.71,43.27,3.34,0.5,0.87,0.42
1727499600,1,236.99,0.01,5.74,42.92,3.78,0.5,0.93,0.47
1727503200,1,243.66,0.02,7.2,41.48,4.41,0.5,1.01,0.53
1727506800,1,247.0,0.14,7.97,41.84,5.01,0.5,1.1,0.57
1727510400,1,247.0,0.47,7.03,43.99,5.01,0.5,1.13,0.56
1727514000,1,243.66,0.75,5.65,47.21,4.53,0.5,1.11,0.54
1727517600,1,240.33,0.75,4.41,52.93,3.99,0.5,1.04,0.47
1727521200,1,240.33,0.7,3.64,57.94,3.52,0.5,0.99,0.44
1727524800,2,236.99,0.67,3.47,61.51,3.28,0.5,0.96,0.43
1727528400,2,236.99,0.69,4.28,61.51,3.61,0.5,1.0,0.46
1727532000,1,240.33,0.61,5.74,57.94,4.23,0.5,1.13,0.53
1727535600,1,243.66,0.28,6.6,55.07,4.35,0.5,1.19,0.54
1727539200,1,243.66,0.07,6.68,52.93,4.11,0.5,1.21,0.51
1727542800,1,243.66,0.0,6.0,52.93,3.67,0.5,1.15,0.45
1727546400,1,243.66,0.0,5.65,50.78,3.28,0.5,1.05,0.41
1727550000,1,243.66,0.0,5.91,49.35,3.16,0.5,1.0,0.4
1727553600,1,243.66,0.01,5.65,46.49,3.16,0.5,1.04,0.4
1727557200,1,240.33,0.0,5.27,47.21,3.04,0.5,1.05,0.39
1727560800,1,236.99,0.0,5.23,49.35,3.07,0.5,1.09,0.38
1727564400,1,236.99,0.0,5.27,50.07,3.28,0.5,1.16,0.38
1727568000,1,236.99,0.0,5.18,50.78,3.43,0.5,1.22,0.4
1727571600,1,236.99,0.0,5.18,51.5,3.55,0.5,1.28,0.42
1727575200,1,233.65,0.0,5.36,51.5,3.7,0.5,1.3,0.44
1727578800,1,236.99,0.0,5.57,50.78,3.93,0.5,1.32,0.47
1727582400,1,236.99,0.0,6.0,49.35,4.35,0.5,1.35,0.51
1727586000,1,247.0,0.01,6.77,47.21,4.71,0.5,1.4,0.56
1727589600,1,253.68,0.1,7.8,45.06,4.95,0.5,1.47,0.62
1727593200,1,257.02,0.77,7.63,45.06,5.48,0.5,1.55,0.73
1727596800,1,257.02,1.41,6.51,47.21,5.78,0.5,1.61,0.91
1727600400,1,253.68,1.7,5.57,50.07,5.84,0.5,1.57,1.03
1727604000,2,247.0,1.15,3.98,62.23,4.29,0.5,1.28,0.78
1727607600,2,243.66,0.99,3.56,67.23,3.81,0.5,1.2,0.74
1727611200,2,243.66,0.92,3.56,69.38,3.73,0.5,1.21,0.7
1727614800,2,243.66,0.82,3.64,70.1,3.7,0.5,1.26,0.59
1727618400,2,243.66,0.74,4.24,68.66,3.99,0.5,1.31,0.57
1727622000,2,247.0,0.49,5.23,67.23,4.17,0.5,1.36,0.6
1727625600,2,250.34,0.14,6.6,65.8,4.65,0.5,1.45,0.71
1727629200,2,253.68,0.0,6.77,64.37,4.83,0.5,1.62,0.85
1727632800,2,253.68,0.0,6.34,63.66,4.47,0.5,1.65,1.01
1727636400,2,253.68,0.0,6.51,62.23,4.41,0.5,1.67,1.12
1727640000,2,257.02,0.0,6.77,60.08,4.47,0.5,1.74,1.12
1727643600,1,253.68,0.0,6.94,56.51,4.23,0.5,1.78,1.01
1727647200,1,247.0,0.0,7.11,52.21,3.73,0.5,1.73,0.82
1727650800,1,250.34,0.01,8.48,45.06,4.29,0.59,1.93,0.68
1727654400,1,253.68,0.01,9.51,38.98,4.95,0.72,2.31,0.63
1727658000,1,260.35,0.02,10.37,33.97,5.42,0.85,2.7,0.7
1727661600,1,267.03,0.04,11.82,28.97,6.38,1.01,3.1,0.89
1727665200,1,277.04,0.08,14.39,24.68,8.46,1.22,3.63,1.25
1727668800,1,300.41,0.2,19.19,19.31,11.68,1.59,4.45,1.68
1727672400,1,367.16,1.41,28.1,8.85,14.78,2.42,5.89,2.15
1727676000,1,467.3,9.72,33.93,2.06,17.17,3.69,7.86,2.5
1727679600,1,540.73,23.47,30.85,5.54,17.17,4.71,9.59,2.15
1727683200,1,574.11,29.5,28.79,9.57,17.4,5.08,10.6,1.9
1727686800,2,554.08,28.61,29.13,15.02,21.22,4.94,11.12,2.41
1727690400,2,323.77,5.87,21.25,60.08,23.37,1.92,5.25,2.09
1727694000,2,283.72,2.88,13.88,69.38,15.26,1.1,3.2,1.5
1727697600,2,270.37,2.07,12.34,70.81,13.47,0.92,2.69,1.38
1727701200,2,270.37,1.87,13.54,69.38,14.31,0.89,2.58,1.46
1727704800,2,280.38,2.04,16.96,64.37,16.45,0.99,2.88,1.69
1727708400,2,283.72,1.45,19.36,60.08,15.5,1.05,3.08,1.73
1727712000,1,300.41,0.5,25.36,47.92,13.23,1.32,3.56,1.8
1727715600,1,350.48,0.06,33.59,31.47,12.4,1.93,4.5,1.88
1727719200,1,403.88,0.16,38.04,22.17,12.28,2.51,5.36,1.52
1727722800,1,423.91,0.17,36.67,20.92,11.44,2.64,5.52,1.11
1727726400,1,417.23,0.1,31.87,24.68,10.61,2.39,5.16,0.93
1727730000,1,393.87,0.06,28.1,28.25,9.78,2.14,4.7,0.82
1727733600,1,353.81,0.03,23.65,31.83,8.34,1.88,4.18,0.69
1727737200,1,317.1,0.02,20.05,32.9,7.27,1.71,3.82,0.63
1727740800,1,297.07,0.02,17.65,33.62,6.85,1.62,3.69,0.61
1727744400,1,307.08,0.02,17.31,31.47,6.91,1.68,3.84,0.56
1727748000,1,320.43,0.06,18.51,25.03,6.56,1.83,4.16,0.46
1727751600,1,320.43,0.17,20.22,17.7,6.26,1.99,4.57,0.4
1727755200,1,310.42,0.38,21.59,13.05,5.9,2.06,5.0,0.38
1727758800,1,340.46,1.05,24.33,9.39,6.38,2.24,5.77,0.55
1727762400,1,360.49,2.04,27.76,7.96,6.85,2.39,6.05,0.64
1727766000,1,310.42,0.79,18.85,40.41,6.85,1.52,4.09,0.63
1727769600,1,300.41,0.87,13.88,53.64,7.45,1.16,3.28,0.77
1727773200,1,293.73,0.98,13.37,58.65,9.42,1.12,3.32,0.92
1727776800,2,260.35,0.43,8.31,73.67,6.32,0.79,1.98,0.65
1727780400,2,253.68,0.31,7.11,74.39,5.25,0.81,1.77,0.57
1727784000,2,253.68,0.23,6.94,70.81,4.89,0.74,1.68,0.55
1727787600,2,253.68,0.2,8.05,67.23,5.78,0.59,1.6,0.63
1727791200,2,257.02,0.17,9.77,64.37,6.5,0.6,1.88,0.73
1727794800,2,260.35,0.09,10.8,63.66,6.2,0.66,2.06,0.75
1727798400,2,270.37,0.04,12.68,60.08,5.78,0.76,2.27,0.79
1727802000,1,287.06,0.0,14.74,55.07,5.78,0.93,2.64,0.82
1727805600,1,300.41,0.0,14.91,51.5,5.66,1.03,2.78,0.72
1727809200,1,293.73,0.0,12.85,51.5,5.07,0.98,2.59,0.55
1727812800,1,287.06,0.0,10.97,53.64,4.65,0.92,2.35,0.48
1727816400,1,273.7,0.0,9.68,56.51,4.17,0.88,2.13,0.41
1727820000,2,257.02,0.0,8.4,60.08,3.87,0.85,1.98,0.34
1727823600,2,250.34,0.0,7.03,63.66,3.76,0.86,1.84,0.36
1727827200,2,247.0,0.0,5.74,67.23,3.67,0.9,1.72,0.41
1727830800,2,243.66,0.0,4.93,71.53,3.55,0.87,1.53,0.46
1727834400,2,240.33,0.0,4.88,70.81,3.55,0.75,1.36,0.51
1727838000,2,240.33,0.0,5.06,68.66,3.7,0.66,1.29,0.57
1727841600,2,240.33,0.0,5.14,68.66,3.76,0.64,1.26,0.6
1727845200,2,250.34,0.0,6.25,67.95,4.23,0.76,1.46,0.69
1727848800,2,257.02,0.01,7.37,66.52,4.53,0.97,1.74,0.76
1727852400,2,257.02,0.05,7.03,70.1,4.23,1.16,2.03,0.72
1727856000,2,253.68,0.14,6.0,72.96,3.87,1.25,2.22,0.66
1727859600,2,247.0,0.21,5.06,74.39,3.46,1.14,2.06,0.57
1727863200,2,243.66,0.23,4.58,75.82,3.25,1.0,1.83,0.51
1727866800,2,240.33,0.22,4.16,75.82,2.92,0.89,1.62,0.47
1727870400,2,236.99,0.19,4.03,75.82,2.77,0.82,1.48,0.46
1727874000,2,236.99,0.16,4.24,75.82,2.92,0.82,1.45,0.45
1727877600,2,236.99,0.11,4.71,75.1,3.1,0.87,1.48,0.44
1727881200,2,240.33,0.05,5.48,74.39,3.28,0.95,1.54,0.46
1727884800,2,243.66,0.01,6.34,72.96,3.58,0.97,1.55,0.5
1727888400,2,250.34,0.0,6.77,70.1,3.99,0.94,1.54,0.53
1727892000,2,253.68,0.0,6.94,67.95,4.29,0.89,1.49,0.5
1727895600,2,253.68,0.0,6.77,65.8,4.23,0.8,1.38,0.44
1727899200,2,250.34,0.0,6.51,62.23,4.05,0.69,1.24,0.42
1727902800,1,247.0,0.0,6.08,59.37,3.76,0.59,1.06,0.39
1727906400,1,240.33,0.0,5.57,57.94,3.46,0.5,0.9,0.34
1727910000,1,240.33,0.0,5.27,57.94,3.4,0.5,0.88,0.32
1727913600,1,240.33,0.0,5.1,57.94,3.37,0.5,0.86,0.32
1727917200,1,240.33,0.0,5.23,57.22,3.52,0.5,0.88,0.32
1727920800,1,240.33,0.0,5.65,55.07,3.78,0.5,0.91,0.34
1727924400,1,240.33,0.0,6.34,52.21,4.17,0.5,0.94,0.36
1727928000,1,243.66,0.0,6.94,50.07,4.41,0.53,1.01,0.38
1727931600,1,257.02,0.01,8.48,47.92,5.01,0.64,1.19,0.47
1727935200,1,270.37,0.1,10.45,44.7,5.54,0.79,1.43,0.55
1727938800,1,273.7,0.92,10.45,43.63,6.14,0.89,1.69,0.58
1727942400,1,270.37,1.82,9.17,44.7,6.91,0.97,1.88,0.63
1727946000,1,260.35,2.29,8.05,47.92,7.45,1.02,1.98,0.74
1727949600,2,247.0,1.34,5.65,60.8,5.25,0.73,1.4,0.56
1727953200,2,243.66,1.01,5.36,62.94,4.65,0.68,1.27,0.54
1727956800,2,240.33,0.78,5.74,61.51,4.59,0.73,1.33,0.57
1727960400,1,247.0,0.81,7.28,57.22,5.6,0.89,1.61,0.7
1727964000,1,257.02,0.99,10.2,51.5,7.27,1.13,2.05,0.93
1727967600,1,270.37,0.87,14.22,44.35,8.7,1.32,2.4,1.17
1727971200,1,290.39,0.31,19.19,35.05,9.3,1.54,2.77,1.33
1727974800,1,317.1,0.09,20.91,26.11,8.58,1.73,3.02,1.28
1727978400,1,330.45,0.13,19.36,22.53,7.39,1.74,2.98,1.01
1727982000,1,353.81,0.28,18.16,18.24,5.96,1.8,3.01,0.68
1727985600,1,400.54,0.73,19.02,11.44,5.84,2.13,3.49,0.7
1727989200,1,417.23,1.48,19.54,6.62,5.84,2.34,3.78,0.79
1727992800,1,387.19,1.87,19.02,4.29,5.48,2.28,3.7,0.74
1727996400,1,347.14,1.66,17.14,3.98,5.19,2.08,3.44,0.64
1728000000,1,323.77,1.38,14.91,4.16,5.01,1.93,3.14,0.58
1728003600,1,313.76,1.47,13.71,3.58,5.07,1.88,2.91,0.55
1728007200,1,320.43,2.32,13.37,1.81,5.36,2.02,3.08,0.52
1728010800,1,340.46,3.8,13.37,0.7,5.96,2.32,3.51,0.52
1728014400,1,367.16,5.7,13.71,0.31,6.56,2.71,4.1,0.59
1728018000,1,433.92,9.05,15.25,0.17,7.87,3.44,5.06,0.87
1728021600,1,480.65,12.52,17.82,0.25,8.46,4.14,5.95,1.08
1728025200,1,460.62,12.18,18.85,2.01,8.82,4.01,6.26,1.04
1728028800,1,447.27,12.85,15.77,6.26,9.78,3.34,6.46,1.06
1728032400,1,427.25,13.52,13.02,10.73,11.21,2.94,6.59,1.08
1728036000,1,350.48,9.28,15.25,26.82,18.12,2.49,6.67,1.46
1728039600,1,313.76,6.93,14.39,35.41,17.4,2.16,6.17,1.5
1728043200,1,287.06,5.03,13.71,43.99,16.21,1.84,5.49,1.47
1728046800,1,273.7,3.35,12.68,53.64,13.35,1.42,4.24,1.28
1728050400,1,280.38,2.54,14.22,55.07,12.16,1.26,3.56,1.3
1728054000,1,297.07,1.79,18.85,50.07,12.4,1.47,3.91,1.41
1728057600,1,347.14,0.51,27.76,35.41,11.09,1.98,4.62,1.52
1728061200,1,440.6,0.28,32.9,21.46,10.01,2.68,5.67,1.49
1728064800,1,514.03,0.5,31.19,16.09,9.3,3.09,6.45,1.3
1728068400,1,540.73,0.7,28.79,12.52,8.58,3.25,6.76,1.08
1728072000,1,494.0,0.58,24.33,13.05,7.45,2.98,6.16,0.88
1728075600,1,383.85,0.2,17.99,20.38,6.26,2.25,4.86,0.68
1728079200,1,277.04,0.03,11.48,31.83,5.54,1.49,3.61,0.52
1728082800,1,250.34,0.02,8.83,31.83,4.35,1.37,3.26,0.36
1728086400,1,243.66,0.02,7.8,30.4,3.78,1.39,3.11,0.31
1728090000,1,240.33,0.03,7.45,28.97,3.64,1.43,3.02,0.31
1728093600,1,236.99,0.03,7.45,28.25,3.76,1.5,2.91,0.32
1728097200,1,236.99,0.04,7.88,26.82,4.11,1.63,3.02,0.34
1728100800,1,243.66,0.06,8.91,25.03,4.71,1.95,3.4,0.36
1728104400,1,267.03,0.12,11.14,22.53,5.48,2.39,3.97,0.46
1728108000,1,297.07,0.31,14.05,19.13,6.08,2.82,4.49,0.56
1728111600,1,313.76,1.73,14.74,18.42,6.91,2.77,4.69,0.66
1728115200,1,323.77,4.02,13.19,21.28,8.58,2.71,5.27,0.72
1728118800,1,317.1,5.81,12.17,26.11,11.32,3.02,6.28,0.86
1728122400,1,283.72,4.14,12.34,41.13,13.23,4.29,7.74,0.89
1728126000,1,263.69,2.74,12.17,45.78,12.16,3.99,7.34,0.99
1728129600,1,253.68,1.58,12.51,46.49,11.56,3.92,7.13,1.06
1728133200,2,240.33,0.5,8.23,62.94,7.09,3.5,5.57,0.74
1728136800,2,243.66,0.39,7.97,70.1,6.44,2.76,4.61,0.78
1728140400,2,247.0,0.26,9.25,70.81,6.56,2.15,4.06,0.85
1728144000,2,267.03,0.06,13.37,63.66,8.11,2.17,4.4,1.04
1728147600,1,297.07,0.0,16.45,52.93,8.94,2.45,5.11,1.11
1728151200,1,317.1,0.01,16.45,45.78,7.99,2.56,5.32,0.88
1728154800,1,320.43,0.01,15.42,41.84,7.09,2.48,5.1,0.66
1728158400,1,303.75,0.01,13.19,42.92,6.2,2.14,4.47,0.55
1728162000,1,270.37,0.0,10.62,47.92,5.19,1.67,3.65,0.45
1728165600,1,240.33,0.0,8.23,55.07,4.29,1.31,2.94,0.39
1728169200,1,233.65,0.0,7.54,55.07,4.11,1.27,2.81,0.36
1728172800,1,233.65,0.0,7.2,53.64,4.05,1.29,2.83,0.35
1728176400,1,230.31,0.0,6.77,52.93,3.87,1.27,2.74,0.33
1728180000,1,226.97,0.0,6.43,53.64,3.87,1.27,2.69,0.32
1728183600,1,226.97,0.0,6.34,53.64,4.05,1.41,2.84,0.32
1728187200,1,230.31,0.0,6.68,52.21,4.41,1.74,3.18,0.34
1728190800,1,236.99,0.0,7.45,50.78,4.83,1.91,3.45,0.4
1728194400,1,243.66,0.02,8.48,48.64,5.13,1.94,3.55,0.46
1728198000,1,247.0,0.23,8.91,48.64,5.6,1.73,3.5,0.54
1728201600,1,243.66,0.73,8.4,48.64,6.2,1.65,3.63,0.59
1728205200,1,240.33,1.36,7.37,51.5,6.5,1.65,3.68,0.7
1728208800,2,233.65,1.2,5.74,60.08,5.36,1.61,3.35,0.74
1728212400,2,226.97,1.06,5.06,63.66,4.77,1.57,3.15,0.75
1728216000,2,226.97,0.99,4.76,65.8,4.47,1.55,3.06,0.78
1728219600,2,226.97,0.84,4.8,68.66,4.41,1.57,3.02,0.82
1728223200,2,230.31,0.65,5.83,69.38,4.95,1.61,3.12,0.89
1728226800,2,233.65,0.36,7.03,69.38,5.19,1.59,3.17,0.93
1728230400,2,240.33,0.05,8.83,66.52,5.66,1.63,3.31,0.97
1728234000,2,250.34,0.0,9.51,62.94,5.78,1.68,3.5,0.89
1728237600,2,257.02,0.0,9.42,60.08,5.54,1.66,3.51,0.72
1728241200,1,260.35,0.0,9.42,56.51,5.3,1.64,3.44,0.57
1728244800,1,260.35,0.0,8.83,53.64,4.89,1.6,3.36,0.48
1728248400,1,253.68,0.0,7.88,51.5,4.23,1.56,3.22,0.41
1728252000,1,236.99,0.0,6.85,49.35,3.58,1.54,3.07,0.33
1728255600,1,233.65,0.01,7.37,44.7,4.11,1.66,3.21,0.34
1728259200,1,236.99,0.01,7.8,41.48,4.53,1.84,3.52,0.35
1728262800,1,236.99,0.01,7.8,38.62,4.59,2.01,3.77,0.36
1728266400,1,240.33,0.02,8.14,36.12,4.83,2.21,4.07,0.38
1728270000,1,247.0,0.03,9.08,33.26,5.36,2.47,4.46,0.43
1728273600,1,263.69,0.05,11.14,28.61,6.2,2.82,5.05,0.52
1728277200,1,330.45,0.29,16.79,19.85,7.75,3.48,6.12,0.85
1728280800,1,420.57,1.79,23.99,9.39,9.18,4.44,7.24,1.22
1728284400,1,480.65,7.49,23.31,8.67,10.49,5.1,8.24,1.33
1728288000,1,487.33,11.29,19.54,13.41,11.68,5.25,9.09,1.14
1728291600,1,433.92,11.18,18.16,21.28,14.66,5.17,9.71,1.19
1728295200,2,283.72,1.47,17.65,61.51,14.19,4.63,7.53,1.2
1728298800,2,263.69,1.26,14.05,70.1,12.28,3.45,5.92,1.27
1728302400,2,263.69,1.42,14.05,70.1,12.87,3.17,5.7,1.41
1728306000,1,320.43,2.68,21.08,57.22,17.64,4.08,7.24,2.15
1728309600,2,433.92,4.58,36.67,39.7,27.89,6.33,10.5,3.61
1728313200,2,547.41,6.54,58.26,20.92,38.62,8.39,13.32,5.26
1728316800,3,607.49,6.43,78.14,4.69,42.92,9.72,15.17,6.02
1728320400,3,607.49,5.36,74.03,2.08,38.15,9.59,15.27,5.26
1728324000,2,554.08,1.65,55.52,8.05,26.23,8.32,13.48,3.29
1728327600,1,460.62,0.14,33.59,22.53,12.28,6.15,10.24,0.95
1728331200,1,413.89,0.03,23.65,32.19,9.06,5.01,8.33,0.63
1728334800,1,377.18,0.01,19.54,38.62,8.11,4.31,7.1,0.54
1728338400,1,323.77,0.01,16.45,44.35,7.21,3.58,5.87,0.41
1728342000,1,277.04,0.0,13.37,52.21,6.44,2.73,4.65,0.32
1728345600,1,250.34,0.0,10.88,57.22,5.96,2.15,3.87,0.28
